,Group,Scores
83,21.0,0.6806290755657844
84,22.0,0.6541615915550142
85,22.0,0.6622516556291391
86,22.0,0.6754633993088281
87,22.0,0.6687922855587527
88,23.0,0.6639058059277304
89,23.0,0.6702339091881975
90,23.0,0.6886584982720704
91,23.0,0.6793212985201829
92,24.0,0.9032886723507917
93,24.0,0.9109099571224393
94,24.0,0.9010367577756834
95,24.0,0.9059464581852641
96,25.0,0.9019894437677629
97,25.0,0.9113379046404082
98,25.0,0.8977379830348727
99,25.0,0.9044868244045263
100,26.0,0.9039382866423061
101,26.0,0.9115451802445609
102,26.0,0.901665095821552
103,26.0,0.9065782200110558
104,27.0,0.9027202598457166
105,27.0,0.9098984771573604
106,27.0,0.9010367577756834
107,27.0,0.9054459352801895
108,28.0,0.9029638652050345
109,28.0,0.9102014913533238
110,28.0,0.9011938422871505
111,28.0,0.9056752703449364
112,29.0,0.9024766544863987
113,29.0,0.908300395256917
114,29.0,0.9024505183788878
115,29.0,0.9053660074068237
116,30.0,0.9045066991473812
117,30.0,0.9116434010152284
118,30.0,0.9027646874018221
119,30.0,0.907182320441989
120,31.0,0.9023954526999594
121,31.0,0.9088030398986701
122,31.0,0.901665095821552
123,31.0,0.9052199968459235
124,32.0,0.9438895655704426
125,32.0,0.9432901109201687
126,32.0,0.9484762802387685
127,32.0,0.9458760867862457
128,33.0,0.9437271619975639
129,33.0,0.9396992714307859
130,33.0,0.9522463085139805
131,33.0,0.9459311851447296
132,34.0,0.9438083637840032
133,34.0,0.9441139636819036
134,34.0,0.9473766886584982
135,34.0,0.94574251215305
136,35.0,0.9441331709297605
137,35.0,0.9448448762143529
138,35.0,0.9472196041470311
139,35.0,0.9460307499215563
140,36.0,0.9441331709297605
141,36.0,0.9441489361702128
142,36.0,0.9480050267043669
143,36.0,0.9460730522025396
144,37.0,0.9433211530653675
145,37.0,0.9389714993804213
146,37.0,0.9522463085139805
147,37.0,0.9455623147714866
148,38.0,0.9444579780755177
149,38.0,0.9459968602825746
150,38.0,0.9465912661011624
151,38.0,0.9462939698492462
152,39.0,0.9441331709297605
153,39.0,0.9422118380062305
154,39.0,0.9502042098649073
155,39.0,0.9461911465665572
156,40.0,0.944295574502639
157,40.0,0.9407200496585971
158,40.0,0.9522463085139805
159,40.0,0.946448087431694
160,41.0,0.9436459602111247
161,41.0,0.9425717852684145
162,41.0,0.9487904492617028
163,41.0,0.9456708940034445
164,42.0,0.9435647584246853
165,42.0,0.9422866947434098
166,42.0,0.94894753377317
167,42.0,0.945605384675589
168,43.0,0.9440519691433211
169,43.0,0.9445575567736884
170,43.0,0.9473766886584982
171,43.0,0.9459650223511881
172,44.0,0.9438083637840032
173,44.0,0.9424516531503431
174,44.0,0.9492617027961043
175,44.0,0.9458444200970418
176,45.0,0.9440519691433211
177,45.0,0.9430310597783674
178,45.0,0.9491046182846371
179,45.0,0.9460580912863071
180,46.0,0.9442143727161998
181,46.0,0.9431871390666459
182,46.0,0.9492617027961043
183,46.0,0.946214671572849
184,47.0,0.9437271619975639
185,47.0,0.943272386310361
186,47.0,0.9481621112158342
187,47.0,0.945710928319624
188,48.0,0.9442143727161998
189,48.0,0.9433255269320843
190,48.0,0.9491046182846371
191,48.0,0.9462062485318299
192,49.0,0.9440519691433211
193,49.0,0.9440012513686845
194,49.0,0.9480050267043669
195,49.0,0.945998902735324
196,50.0,0.944295574502639
197,50.0,0.9433343740243522
198,50.0,0.9492617027961043
199,50.0,0.9462887566551833
200,51.0,0.9438895655704426
201,51.0,0.9410850303124514
202,51.0,0.9509896324222432
203,51.0,0.9460114071411828
204,52.0,0.9439707673568819
205,52.0,0.9442705072010019
206,52.0,0.9475337731699655
207,52.0,0.9458993257017406
208,53.0,0.9446203816483962
209,53.0,0.943923773820681
210,53.0,0.9492617027961043
211,53.0,0.9465852130325814
212,54.0,0.944295574502639
213,54.0,0.9433343740243522
214,54.0,0.9492617027961043
215,54.0,0.9462887566551833
216,55.0,0.9439707673568819
217,55.0,0.9406832298136646
218,55.0,0.9516179704681118
219,55.0,0.9461190067156021
220,56.0,0.9435647584246853
221,56.0,0.9446448173122157
222,56.0,0.946277097078228
223,56.0,0.94546025268775
224,57.0,0.9442143727161998
225,57.0,0.9422208378757203
226,57.0,0.9503612943763745
227,57.0,0.9462735590834441
228,58.0,0.9440519691433211
229,58.0,0.9440012513686845
230,58.0,0.9480050267043669
231,58.0,0.945998902735324
232,59.0,0.9448639870077141
233,59.0,0.9435345499922009
234,59.0,0.9502042098649073
235,59.0,0.9468576348125538
236,60.0,0.9447015834348356
237,60.0,0.9425502101821579
238,60.0,0.9509896324222432
239,60.0,0.9467511142387991
240,61.0,0.9446203816483962
241,61.0,0.9433697347893916
242,61.0,0.9498900408419729
243,61.0,0.9466186599874765
244,62.0,0.9444579780755177
245,62.0,0.9429373246024322
246,62.0,0.9500471253534402
247,62.0,0.9464788732394366
248,63.0,0.9446203816483962
249,63.0,0.9440625
250,63.0,0.9491046182846371
251,63.0,0.9465768447438508
252,64.0,0.9425091352009745
253,64.0,0.9418931583880038
254,64.0,0.9472196041470311
255,64.0,0.9445488721804511
256,65.0,0.9438083637840032
257,65.0,0.9387565728425611
258,65.0,0.9535029846057179
259,65.0,0.9460723192019951
260,66.0,0.9423467316280958
261,66.0,0.942151344590369
262,66.0,0.9465912661011624
263,66.0,0.9443660868202477
264,67.0,0.9438083637840032
265,67.0,0.9391640866873066
266,67.0,0.9530317310713163
267,67.0,0.9460470918446905
268,68.0,0.942671538773853
269,68.0,0.9420493595751328
270,68.0,0.9473766886584982
271,68.0,0.9447055137844611
272,69.0,0.942671538773853
273,69.0,0.9416354556803995
274,69.0,0.9478479421928998
275,69.0,0.9447314858305934
276,70.0,0.9425903369874137
277,70.0,0.9419022333281274
278,70.0,0.9473766886584982
279,70.0,0.9446315294854725
280,71.0,0.9438083637840032
281,71.0,0.9383498145859085
282,71.0,0.9539742381401194
283,71.0,0.9460975229786571
284,72.0,0.9435647584246853
285,72.0,0.9385924207269914
286,72.0,0.9531888155827836
287,72.0,0.9458343075364352
288,73.0,0.943483556638246
289,73.0,0.9421397379912664
290,73.0,0.94894753377317
291,73.0,0.9455313820629205
292,74.0,0.9430775477060496
293,74.0,0.9414056412653888
294,74.0,0.94894753377317
295,74.0,0.9451615426738637
296,75.0,0.9437271619975639
297,75.0,0.9413412167418702
298,75.0,0.9503612943763745
299,75.0,0.945829750644884
300,76.0,0.9436459602111247
301,76.0,0.9391452462062558
302,76.0,0.952717562048382
303,76.0,0.9458827199001871
304,77.0,0.9434023548518068
305,77.0,0.9399348129753221
306,77.0,0.9513038014451775
307,77.0,0.9455851354516356
308,78.0,0.9432399512789281
309,78.0,0.9418368938094496
310,78.0,0.9487904492617028
311,78.0,0.9453008842632444
312,79.0,0.9442143727161998
313,79.0,0.9437412095639943
314,79.0,0.9486333647502356
315,79.0,0.9461809635722679
316,80.0,0.9428339423467317
317,80.0,0.9411031473979433
318,80.0,0.9487904492617028
319,80.0,0.9449311639549437
320,81.0,0.9430775477060496
321,81.0,0.9408560311284047
322,81.0,0.9495758718190387
323,81.0,0.9451958408255805
324,82.0,0.9431587494924888
325,82.0,0.9373263352886694
326,82.0,0.9538171536286523
327,82.0,0.9454998442852693
328,83.0,0.9430775477060496
329,83.0,0.9401709401709402
330,83.0,0.9503612943763745
331,83.0,0.9452386532302164
332,84.0,0.9429963459196102
333,84.0,0.93961502638932
334,84.0,0.950832547910776
335,84.0,0.9451905059337914
336,85.0,0.9429151441331709
337,85.0,0.9405632487941497
338,85.0,0.9495758718190387
339,85.0,0.9450480731650122
340,86.0,0.9427527405602923
341,86.0,0.9417824254721399
342,86.0,0.9478479421928998
343,86.0,0.9448054489939717
344,87.0,0.9431587494924888
345,87.0,0.9411398318280909
346,87.0,0.9494187873075715
347,87.0,0.9452611823584611
348,88.0,0.9435647584246853
349,88.0,0.943670787044281
350,88.0,0.9473766886584982
351,88.0,0.9455201066081366
352,89.0,0.9433211530653675
353,89.0,0.9426741643236488
354,89.0,0.9480050267043669
355,89.0,0.9453320802005012
356,90.0,0.9437271619975639
357,90.0,0.9425807458261819
358,90.0,0.94894753377317
359,90.0,0.9457534246575343
360,91.0,0.9429151441331709
361,91.0,0.9422145869123848
362,91.0,0.9476908576814326
363,91.0,0.944944788158822
364,92.0,0.9427527405602923
365,92.0,0.9420584101202562
366,92.0,0.9475337731699655
367,92.0,0.9447881588221474
368,93.0,0.9438083637840032
369,93.0,0.9393000929080211
370,93.0,0.9528746465598492
371,93.0,0.9460386774797255
372,94.0,0.9428339423467317
373,94.0,0.9406911581569116
374,94.0,0.9492617027961043
375,94.0,0.9449569976544174
376,95.0,0.9432399512789281
377,95.0,0.9390980939098094
378,95.0,0.9519321394910462
379,95.0,0.9454715656447461
380,96.0,0.9442143727161998
381,96.0,0.9423586228384484
382,96.0,0.9502042098649073
383,96.0,0.9462651544779037
384,97.0,0.9433211530653675
385,97.0,0.9374807039209633
386,97.0,0.9539742381401194
387,97.0,0.9456555590158829
388,98.0,0.9433211530653675
389,98.0,0.940883634100809
390,98.0,0.9500471253534402
391,98.0,0.9454431764889791
392,99.0,0.9436459602111247
393,99.0,0.9403726708074535
394,99.0,0.9513038014451775
395,99.0,0.9458066531313447
396,100.0,0.9437271619975639
397,100.0,0.9431338853304171
398,100.0,0.9483191957273013
399,100.0,0.9457194329129788
400,101.0,0.9442143727161998
401,101.0,0.9429106223678053
402,101.0,0.9495758718190387
403,101.0,0.9462315097440714
404,102.0,0.9438895655704426
405,102.0,0.9430132708821234
406,102.0,0.9487904492617028
407,102.0,0.9458930389162947
408,103.0,0.9435647584246853
409,103.0,0.9402266728768824
410,103.0,0.9513038014451775
411,103.0,0.9457328023737019
412,104.0,0.944295574502639
413,104.0,0.9404466501240695
414,104.0,0.9525604775369149
415,104.0,0.9464648041204932
416,105.0,0.9434023548518068
417,105.0,0.9411673151750973
418,105.0,0.9498900408419729
419,105.0,0.9455085607067469
420,106.0,0.9434023548518068
421,106.0,0.9408928293669311
422,106.0,0.9502042098649073
423,106.0,0.9455255959359125
424,107.0,0.9435647584246853
425,107.0,0.9405002330278079
426,107.0,0.9509896324222432
427,107.0,0.9457158478481607
428,108.0,0.9440519691433211
429,108.0,0.9431693989071038
430,108.0,0.94894753377317
431,108.0,0.9460496437240623
432,109.0,0.9438083637840032
433,109.0,0.9406648027337683
434,109.0,0.9513038014451775
435,109.0,0.9459543892533583
436,110.0,0.9429151441331709
437,110.0,0.9389241977987909
438,110.0,0.9514608859566447
439,110.0,0.9451509713661542
440,111.0,0.9438083637840032
441,111.0,0.9391640866873066
442,111.0,0.9530317310713163
443,111.0,0.9460470918446905
444,112.0,0.9433211530653675
445,112.0,0.9425359150530919
446,112.0,0.9481621112158342
447,112.0,0.9453406421299921
448,113.0,0.9447827852212749
449,113.0,0.9429728887503895
450,113.0,0.9506754633993089
451,113.0,0.9468085106382979
452,114.0,0.9439707673568819
453,114.0,0.942193829853537
454,114.0,0.9498900408419729
455,114.0,0.9460262828535669
456,115.0,0.9443767762890783
457,115.0,0.9448707909162098
458,115.0,0.9476908576814326
459,115.0,0.9462787232373931
460,116.0,0.9444579780755177
461,116.0,0.9434904776771776
462,116.0,0.9494187873075715
463,116.0,0.9464453492013779
464,117.0,0.9443767762890783
465,117.0,0.9437587876894236
466,117.0,0.94894753377317
467,117.0,0.946346048406047
468,118.0,0.944295574502639
469,118.0,0.9419545596016184
470,118.0,0.950832547910776
471,118.0,0.9463727329580989
472,119.0,0.9443767762890783
473,119.0,0.9432048681541582
474,119.0,0.9495758718190387
475,119.0,0.9463796477495108
476,120.0,0.9442143727161998
477,120.0,0.9418079975105026
478,120.0,0.950832547910776
479,120.0,0.9462987571328071
480,121.0,0.9438895655704426
481,121.0,0.9401271909415232
482,121.0,0.9520892240025134
483,121.0,0.9460703972527902
484,122.0,0.944295574502639
485,122.0,0.9444444444444444
486,122.0,0.9480050267043669
487,122.0,0.9462213860144245
488,123.0,0.9441331709297605
489,123.0,0.9422118380062305
490,123.0,0.9502042098649073
491,123.0,0.9461911465665572
492,124.0,0.9443767762890783
493,124.0,0.9427903351519875
494,124.0,0.9500471253534402
495,124.0,0.9464048196541741
496,125.0,0.944539179861957
497,125.0,0.9433608987361523
498,125.0,0.9497329563305058
499,125.0,0.9465362035225049
500,126.0,0.9437271619975639
501,126.0,0.942304693591143
502,126.0,0.9492617027961043
503,126.0,0.9457704045699977
504,127.0,0.9443767762890783
505,127.0,0.9425144103442904
506,127.0,0.9503612943763745
507,127.0,0.9464215877982011
508,128.0,0.8482338611449451
509,128.0,0.854597066708721
510,128.0,0.8512409676405907
511,128.0,0.8529157157472259
512,129.0,0.8483150629313845
513,129.0,0.8555169143218464
514,129.0,0.8501413760603205
515,129.0,0.8528206744405926
516,130.0,0.856272838002436
517,130.0,0.8666241225271218
518,130.0,0.8532830662896639
519,130.0,0.8599018521450055
520,131.0,0.8539179861956963
521,131.0,0.8577471408428639
522,131.0,0.8600377002827522
523,131.0,0.8588908934034042
524,132.0,0.8493706861550954
525,132.0,0.8553647392468883
526,132.0,0.8528118127552623
527,132.0,0.8540863682844333
528,133.0,0.8490458790093383
529,133.0,0.8553855858697367
530,133.0,0.8520263901979265
531,133.0,0.8537026835602424
532,134.0,0.8533495736906211
533,134.0,0.859734932155254
534,134.0,0.8559535029846057
535,134.0,0.8578400503778336
536,135.0,0.8531871701177426
537,135.0,0.8607154162709718
538,135.0,0.8542255733584668
539,135.0,0.8574582150741091
540,136.0,0.9472188388144539
541,136.0,0.9472613458528951
542,136.0,0.950832547910776
543,136.0,0.9490435873314518
544,137.0,0.9460008120178643
545,137.0,0.9454602281606501
546,137.0,0.9503612943763745
547,137.0,0.9479044261652958
548,138.0,0.9434023548518068
549,138.0,0.9336086890010709
550,138.0,0.9586867734841344
551,138.0,0.9459815546772069
552,139.0,0.9465692245229395
553,139.0,0.9444098411709748
554,139.0,0.952717562048382
555,139.0,0.9485455114169533
556,140.0,0.9438083637840032
557,140.0,0.9427278401997503
558,140.0,0.94894753377317
559,140.0,0.9458274620322529
560,141.0,0.9460008120178643
561,141.0,0.9447651739740989
562,141.0,0.9511467169337103
563,141.0,0.947945205479452
564,142.0,0.9459196102314251
565,142.0,0.9437869822485208
566,142.0,0.9520892240025134
567,142.0,0.9479199249296215
568,143.0,0.944295574502639
569,143.0,0.9447228311932352
570,143.0,0.9476908576814326
571,143.0,0.9462045169385194
572,144.0,0.8557856272838003
573,144.0,0.8670825335892515
574,144.0,0.851555136663525
575,144.0,0.85924869234427
576,145.0,0.8577344701583435
577,145.0,0.8653785239151093
578,145.0,0.8583097706566133
579,145.0,0.8618296529968453
580,146.0,0.8604141291108405
581,146.0,0.8692197679961863
582,146.0,0.8592522777254162
583,146.0,0.8642072833557154
584,147.0,0.8609013398294763
585,147.0,0.8693443403714876
586,147.0,0.8601947847942193
587,147.0,0.864745361231741
588,148.0,0.8583840844498579
589,148.0,0.8657803102247547
590,148.0,0.8592522777254162
591,148.0,0.8625039419741406
592,149.0,0.85814047909054
593,149.0,0.8672284941962156
594,149.0,0.8567389255419415
595,149.0,0.8619517977084156
596,150.0,0.8594397076735688
597,150.0,0.8673323823109843
598,150.0,0.8595664467483506
599,150.0,0.8634319526627219
600,151.0,0.8587088915956151
601,151.0,0.8645964691046658
602,151.0,0.8616085453974238
603,151.0,0.8630999213217939
604,152.0,0.9460820138043037
605,152.0,0.9422897921191437
606,152.0,0.9541313226515865
607,152.0,0.9481735872619419
608,153.0,0.9464880227365002
609,153.0,0.9449555590207391
610,153.0,0.9519321394910462
611,153.0,0.9484310196415995
612,154.0,0.9459196102314251
613,154.0,0.9440635712059832
614,154.0,0.951775054979579
615,154.0,0.9479036295369211
616,155.0,0.9456760048721072
617,155.0,0.9458444200970418
618,155.0,0.9492617027961043
619,155.0,0.9475499803998433
620,156.0,0.9459196102314251
621,156.0,0.9464285714285714
622,156.0,0.9491046182846371
623,156.0,0.9477647058823528
624,157.0,0.9455948030856679
625,157.0,0.9448609809434552
626,157.0,0.9502042098649073
627,157.0,0.9475250626566416
628,158.0,0.9456760048721072
629,158.0,0.9434843531060252
630,158.0,0.9519321394910462
631,158.0,0.9476894205958245
632,159.0,0.9454323995127892
633,159.0,0.9438727782974743
634,159.0,0.9509896324222432
635,159.0,0.9474178403755869
636,160.0,0.9650832318311002
637,160.0,0.965495608531995
638,160.0,0.9670122525918945
639,160.0,0.9662533354261498
640,161.0,0.9647584246853431
641,161.0,0.9624259432491425
642,161.0,0.9696826892868363
643,161.0,0.9660406885758999
644,162.0,0.96394640682095
645,162.0,0.9638157894736842
646,162.0,0.9665409990574929
647,162.0,0.9651764705882354
648,163.0,0.9644336175395859
649,163.0,0.963125
650,163.0,0.9682689286836318
651,163.0,0.9656901143662855
652,164.0,0.9635403978887536
653,164.0,0.9627717816361645
654,164.0,0.9668551680804273
655,164.0,0.964809154322439
656,165.0,0.9630531871701178
657,165.0,0.9640445909875962
658,165.0,0.9644989004084197
659,165.0,0.9642716921868866
660,166.0,0.9647584246853431
661,166.0,0.9644534920137802
662,166.0,0.967483506126296
663,166.0,0.9659661229611041
664,167.0,0.9642712139667072
665,167.0,0.9645656945751019
666,167.0,0.9663839145460258
667,167.0,0.965473948524796
668,168.0,0.9619975639464068
669,168.0,0.9630967336683417
670,168.0,0.9633993088281495
671,168.0,0.9632479974870425
672,169.0,0.9654892407632968
673,169.0,0.9661070139651655
674,169.0,0.9671693371033616
675,169.0,0.9666378836643379
676,170.0,0.9635403978887536
677,170.0,0.9620490395127284
678,170.0,0.9676405906377631
679,170.0,0.9648367139165164
680,171.0,0.9630531871701178
681,171.0,0.962157935887412
682,171.0,0.9665409990574929
683,171.0,0.9643444871091608
684,172.0,0.9632155907429963
685,172.0,0.963764705882353
686,172.0,0.9651272384542884
687,172.0,0.9644454909347775
688,173.0,0.9618351603735282
689,173.0,0.9617794486215538
690,173.0,0.9644989004084197
691,173.0,0.9631372549019608
692,174.0,0.9630531871701178
693,174.0,0.9636078431372549
694,174.0,0.9649701539428213
695,174.0,0.9642885173848208
696,175.0,0.9613479496548925
697,175.0,0.9608763693270735
698,175.0,0.9644989004084197
699,175.0,0.962684227030417
700,176.0,0.9628907835972391
701,176.0,0.9627251370399373
702,176.0,0.96559849198869
703,176.0,0.9641596737510784
704,177.0,0.9650832318311002
705,177.0,0.9633156415860131
706,177.0,0.969368520263902
707,177.0,0.9663326025681177
708,178.0,0.9641088103938287
709,178.0,0.9647003451521807
710,178.0,0.9659126610116242
711,178.0,0.9653061224489796
712,179.0,0.962322371092164
713,179.0,0.96066187948798
714,179.0,0.9666980835689601
715,179.0,0.9636705292828062
716,180.0,0.9637840032480715
717,180.0,0.9649701539428213
718,180.0,0.9649701539428213
719,180.0,0.9649701539428213
720,181.0,0.9630531871701178
721,181.0,0.966387880700647
722,181.0,0.961985548224945
723,181.0,0.9641816893647169
724,182.0,0.963134388956557
725,182.0,0.961875
726,182.0,0.9670122525918945
727,182.0,0.9644367852107161
728,183.0,0.9632155907429963
729,183.0,0.9613044156654704
730,183.0,0.9677976751492303
731,183.0,0.9645401174168298
732,184.0,0.96394640682095
733,184.0,0.9636705292828062
734,184.0,0.9666980835689601
735,184.0,0.9651819322459222
736,185.0,0.9624035728786033
737,185.0,0.9641453058657021
738,185.0,0.9630851398052152
739,185.0,0.9636149312377209
740,186.0,0.962322371092164
741,186.0,0.9629745842485096
742,186.0,0.9641847313854854
743,186.0,0.9635792778649922
744,187.0,0.9611043442955745
745,187.0,0.9594193850476042
746,187.0,0.96559849198869
747,187.0,0.9624990213732091
748,188.0,0.9629719853836785
749,188.0,0.9614303560274828
750,188.0,0.9671693371033616
751,188.0,0.964291307752545
752,189.0,0.9599675192854242
753,189.0,0.9597620165962111
754,189.0,0.962928055293748
755,189.0,0.9613424292323375
756,190.0,0.9609419407226959
757,190.0,0.9602690442671672
758,190.0,0.9643418158969526
759,190.0,0.9623011207774903
760,191.0,0.961510353227771
761,191.0,0.9613216410898842
762,191.0,0.9643418158969526
763,191.0,0.9628293601003765
764,192.0,0.9616727568006496
765,192.0,0.9617674710122218
766,192.0,0.9641847313854854
767,192.0,0.9629745842485097
768,193.0,0.9606171335769387
769,193.0,0.960965668600094
770,193.0,0.962928055293748
771,193.0,0.9619458611220085
772,194.0,0.9617539585870889
773,194.0,0.9626432271229006
774,194.0,0.9633993088281495
775,194.0,0.9630211195728979
776,195.0,0.9616727568006496
777,195.0,0.9614782336360789
778,195.0,0.9644989004084197
779,195.0,0.9629861982434127
780,196.0,0.9617539585870889
781,196.0,0.9642463380059852
782,196.0,0.9616713792020107
783,196.0,0.9629571372394811
784,197.0,0.9611855460820138
785,197.0,0.9597126795752654
786,197.0,0.9654414074772227
787,197.0,0.9625685199686765
788,198.0,0.9595615103532278
789,198.0,0.9588676884579294
790,198.0,0.9630851398052152
791,198.0,0.9609717868338559
792,199.0,0.9602111246447422
793,199.0,0.9583463338533541
794,199.0,0.9649701539428213
795,199.0,0.9616468378209143
796,200.0,0.962322371092164
797,200.0,0.9615264310290897
798,200.0,0.9657555765001571
799,200.0,0.9636363636363635
800,201.0,0.9624035728786033
801,201.0,0.9613881506956385
802,201.0,0.9660697455230914
803,201.0,0.9637232625558255
804,202.0,0.9628095818107998
805,202.0,0.9621401752190237
806,202.0,0.9660697455230914
807,202.0,0.9641009562627371
808,203.0,0.9606171335769387
809,203.0,0.9611102399247295
810,203.0,0.9627709707822809
811,203.0,0.9619398885662718
812,204.0,0.9620787657328461
813,204.0,0.9610755041425668
814,204.0,0.9657555765001571
815,204.0,0.9634098566167828
816,205.0,0.9596427121396671
817,205.0,0.959305055564251
818,205.0,0.9627709707822809
819,205.0,0.9610348882791062
820,206.0,0.9608607389362566
821,206.0,0.9594003747657714
822,206.0,0.9651272384542884
823,206.0,0.962255285826155
824,207.0,0.9596427121396671
825,207.0,0.9610369206598586
826,207.0,0.9608859566446748
827,207.0,0.9609614327232738
828,208.0,0.9612667478684531
829,208.0,0.9617374941194919
830,208.0,0.9633993088281495
831,208.0,0.9625676842187868
832,209.0,0.9614291514413317
833,209.0,0.9605942142298671
834,209.0,0.9649701539428213
835,209.0,0.9627772118172558
836,210.0,0.9611855460820138
837,210.0,0.9598562949078413
838,210.0,0.9652843229657556
839,210.0,0.962562656641604
840,211.0,0.9619975639464068
841,211.0,0.9616468378209142
842,211.0,0.9649701539428213
843,211.0,0.963305629606398
844,212.0,0.9612667478684531
845,212.0,0.9597189695550351
846,212.0,0.96559849198869
847,212.0,0.9626497533474276
848,213.0,0.9627283800243606
849,213.0,0.9615564932020628
850,213.0,0.9665409990574929
851,213.0,0.964042303172738
852,214.0,0.9603735282176208
853,214.0,0.9609473023839398
854,214.0,0.9624568017593466
855,214.0,0.9617014597394444
856,215.0,0.9612667478684531
857,215.0,0.9607260209669848
858,215.0,0.9644989004084197
859,215.0,0.9626087638159442
860,216.0,0.9622411693057247
861,216.0,0.9625333124314156
862,216.0,0.9644989004084197
863,216.0,0.9635151039623383
864,217.0,0.962322371092164
865,217.0,0.9629745842485096
866,217.0,0.9641847313854854
867,217.0,0.9635792778649922
868,218.0,0.9607795371498173
869,218.0,0.9605448567402537
870,218.0,0.9637134778510839
871,218.0,0.9621265584568337
872,219.0,0.9594803085667885
873,219.0,0.9591485365471905
874,219.0,0.9626138862708137
875,219.0,0.9608780870246962
876,220.0,0.9606171335769387
877,220.0,0.9613996547936607
878,220.0,0.9624568017593466
879,220.0,0.9619279378287151
880,221.0,0.9601299228583029
881,221.0,0.9600626468285043
882,221.0,0.962928055293748
883,221.0,0.9614932162183358
884,222.0,0.9604547300040601
885,222.0,0.9593686513517737
886,222.0,0.9643418158969526
887,222.0,0.9618488053270663
888,223.0,0.9580998781973203
889,223.0,0.9580331976197933
890,223.0,0.961043041156142
891,223.0,0.9595357590966123
892,224.0,0.9633779943158749
893,224.0,0.9626153605506023
894,224.0,0.9666980835689601
895,224.0,0.9646524022258798
896,225.0,0.9628907835972391
897,225.0,0.9604176406420446
898,225.0,0.9681118441721647
899,225.0,0.9642493937260423
900,226.0,0.9628095818107998
901,226.0,0.9608424336973479
902,226.0,0.967483506126296
903,226.0,0.9641515341264871
904,227.0,0.9633779943158749
905,227.0,0.9604546162229488
906,227.0,0.9690543512409676
907,227.0,0.9647353194151225
908,228.0,0.9629719853836785
909,228.0,0.96229662077597
910,228.0,0.9662268300345586
911,228.0,0.9642577206458692
912,229.0,0.9617539585870889
913,229.0,0.961628817541112
914,229.0,0.9644989004084197
915,229.0,0.9630617206493608
916,230.0,0.9606171335769387
917,230.0,0.9595249257696515
918,230.0,0.9644989004084197
919,230.0,0.9620054837446141
920,231.0,0.9611855460820138
921,231.0,0.9592823712948518
922,231.0,0.9659126610116242
923,231.0,0.962586098935504
924,232.0,0.9632155907429963
925,232.0,0.961448415795224
926,232.0,0.9676405906377631
927,232.0,0.9645345650982541
928,233.0,0.9616727568006496
929,233.0,0.9626373626373627
930,233.0,0.9632422243166824
931,233.0,0.9629396984924624
932,234.0,0.9628095818107998
933,234.0,0.9609862671660424
934,234.0,0.9673264216148287
935,234.0,0.9641459214028495
936,235.0,0.9620787657328461
937,235.0,0.9604996096799375
938,235.0,0.9663839145460258
